Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Years_Operating,Item_Price_Range,I_T_Baking Goods,I_T_Breads,I_T_Breakfast,I_T_Canned,I_T_Dairy,I_T_Frozen Foods,I_T_Fruits and Vegetables,I_T_Hard Drinks,I_T_Health and Hygiene,I_T_Household,I_T_Meat,I_T_Others,I_T_Seafood,I_T_Snack Foods,I_T_Soft Drinks,I_T_Starchy Foods,O_I_OUT010,O_I_OUT013,O_I_OUT017,O_I_OUT018,O_I_OUT019,O_I_OUT027,O_I_OUT035,O_I_OUT045,O_I_OUT046,O_I_OUT049,I_T_C_Drinks,I_T_C_Food,I_T_C_Non-Consumable
10.695,0,0.053296868,59.6904,0,1,1.0,937.4464,train,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
21.1,1,0.161474419,62.9168,0,2,1.0,1086.5856,train,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
18.75,0,0.041740624,98.3042,0,1,0.0,198.4084,train,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5.655,0,0.306542848,147.3102,0,1,0.0,291.6204,train,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6.135,0,0.079293753,111.286,1,3,2.0,2263.72,train,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16.2,0,0.044472637,43.3454,0,2,1.0,922.7988,train,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15.7,0,0.073816097,253.4724,0,2,1.0,2013.3792,train,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
17.2,1,0.012080016,164.4184,0,2,1.0,2641.8944,train,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12.15,0,0.02859825,150.4708,0,1,1.0,2257.062,train,23,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5.82,1,0.076944658,257.133,1,3,3.0,7433.657,train,35,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8.63,1,0.055084019,114.7518,0,3,0.0,455.4072,train,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
15.0,1,0.162093059,182.5266,1,3,2.0,1290.9862,train,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
15.349999999999998,0,0.024546148,34.619,0,1,0.0,36.619,train,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20.5,0,0.118783796,108.5596,1,3,3.0,1725.7536,train,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8.975,1,0.052836076,86.6224,0,2,1.0,1619.2256,train,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
12.15,0,0.037889224,64.7826,0,2,1.0,904.1564,train,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6.895,0,0.022587621,143.7812,0,2,1.0,1994.7368,train,13,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16.85,0,0.036213953,92.5488,1,3,3.0,2625.9152,train,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8.325,0,0.029779207,39.3138,0,2,1.0,974.7312,train,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8.785,0,0.020693619,153.1656,0,2,1.0,1853.5872,train,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
17.25,0,0.042037073,172.6764,1,3,3.0,6183.9504,train,35,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19.35,1,0.062516602,163.9184,0,2,1.0,3137.2496,train,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
17.5,1,0.012620221,144.8102,0,3,0.0,291.6204,train,22,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16.75,1,0.008615,72.4038,0,2,1.0,739.038,train,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8.895,1,0.137618927,161.5236,0,2,1.0,1772.3596,train,16,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7.71,1,0.047588696,122.4756,0,1,1.0,605.878,train,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
21.1,0,0.050790917,142.7786,0,1,0.0,144.4786,train,35,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15.7,1,0.037864721,124.1046,0,1,1.0,1120.5414,train,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
16.7,0,0.070551723,217.685,0,2,1.0,2163.85,train,13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20.35,0,0.021326471,76.1328,0,1,1.0,772.328,train,23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12.5,0,0.018955479,100.1384,0,2,1.0,2167.8448,train,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15.1,1,0.105666833,41.6796,0,1,1.0,495.3552,train,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14.0,0,0.040725405,43.4454,0,3,0.0,41.9454,train,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8.365,0,0.072252888,39.6506,0,2,1.0,834.9132,train,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10.695,1,0.061008889,177.5712,0,2,1.0,2636.568,train,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5.21,0,0.011007815,259.5962,0,2,1.0,2848.9582,train,16,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13.65,1,0.060907308320413356,37.9532,0,2,1.0,575.2512,train,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8.01,0,0.070247589,37.5532,0,1,1.0,1366.2216,train,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5.88,1,0.030294931,104.099,1,1,1.0,412.796,train,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5.615,0,0.210511558,121.373,0,3,0.0,123.173,train,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19.7,0,0.0650227,87.0198,1,1,1.0,697.7584,train,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15.599999999999998,1,0.173587926,60.0194,0,1,0.0,123.8388,train,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
18.25,1,0.183579854,110.857,1,1,1.0,1977.426,train,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15.35,1,0.113678422,189.7504,1,3,2.0,2492.7552,train,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
15.849999999999998,0,0.078174543,39.9506,1,3,3.0,721.0614,train,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10.3,0,0.027292686,101.2042,2,3,1.0,396.8168,train,33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13.65,1,0.026602089,35.1532,0,1,1.0,790.9704,train,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8.615,0,0.116226984,95.9436,0,2,1.0,2741.7644,train,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5.8,0,0.131221393,87.8172,0,2,1.0,1070.6064,train,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8.3,0,0.035409328,36.2506,1,1,1.0,834.9132,train,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
16.0,0,0.060907308320413356,210.4902,0,2,1.0,3610.6334,train,18,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5.155,0,0.083327693,247.2776,1,1,1.0,5944.2624,train,21,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8.895,1,0.08125293,49.8008,0,2,1.0,1062.6168,train,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15.1,1,0.05997634188163007,63.7194,1,3,2.0,1362.2268,train,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
15.5,0,0.103422709,144.847,0,2,1.0,1717.764,train,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6.325,0,0.125688044,100.9042,1,3,2.0,2083.2882,train,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5.46,1,0.187443314,145.8786,0,1,0.0,288.9572,train,35,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9.3,0,0.04295842,89.3172,0,2,1.0,2051.9956,train,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13.0,0,0.034938717,49.0034,1,3,3.0,826.2578,train,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20.6,0,0.045603215,149.2392,1,3,2.0,4026.7584,train,11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
15.5,1,0.085834992,49.6692,0,1,1.0,788.3072,train,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9.195,0,0.048050783,105.6622,0,2,1.0,1693.7952,train,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5.695,0,0.065589906,258.2646,0,1,1.0,5410.9566,train,23,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
17.7,0,0.173529036,113.2834,1,3,3.0,4376.9692,train,35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5.94,1,0.029492018,188.0556,1,3,2.0,938.778,train,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6.36,0,0.121225455,45.906,0,2,1.0,1118.544,train,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6.135,0,0.114475357,160.9236,1,3,3.0,2255.7304,train,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4.805,1,0.060907308320413356,123.9704,0,2,1.0,2253.0672,train,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14.85,0,0.060927824,254.8698,2,3,1.0,4819.7262,train,33,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14.5,0,0.019459164,161.621,2,3,1.0,2120.573,train,33,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10.3,1,0.050070476,77.896,0,1,1.0,1278.336,train,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12.15,0,0.06227604,37.9532,0,2,1.0,1078.596,train,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
11.5,0,0.046217345,120.3124,0,2,1.0,474.0496,train,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19.1,0,0.177270016,174.0422,0,1,1.0,1724.422,train,23,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
15.599999999999998,1,0.080127283,168.7132,0,1,0.0,338.2264,train,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15.5,1,0.076059648,265.1568,1,3,2.0,2109.2544,train,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7.31,0,0.026788937,110.357,0,1,1.0,3185.853,train,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
18.7,0,0.089197963,257.3672,2,3,1.0,2045.3376,train,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7.0,0,0.151279591,107.028,2,3,1.0,2876.256,train,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12.5,0,0.112203445,121.144,0,2,1.0,1438.128,train,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9.395,0,0.039961837,84.0908,0,1,1.0,419.454,train,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10.5,1,0.048207017,45.9376,0,1,1.0,575.2512,train,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5.785,1,0.064871045,262.1252,0,3,0.0,786.9756,train,22,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16.7,1,0.042685217,120.7782,1,1,1.0,1072.6038,train,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5.845,1,0.105181277,214.4218,1,1,1.0,5343.045,train,21,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9.395,0,0.103751236,235.8932,0,1,1.0,942.7728,train,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5.94,0,0.035028853,179.8344,1,3,2.0,1249.0408,train,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6.15,0,0.046262201,97.8384,0,2,1.0,2069.3064,train,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20.35,0,0.060688248,234.2616,0,2,1.0,4687.232,train,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
17.1,1,0.078347922,141.8838,0,3,0.0,280.9676,train,22,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20.75,0,0.088828418,192.2478,1,3,3.0,7943.6598,train,35,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5.765,0,0.081944045,36.7164,2,3,1.0,849.5608,train,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12.65,0,0.123726711,107.7938,0,2,1.0,2251.0698,train,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10.5,1,0.013485235,140.0154,2,3,1.0,3119.9388,train,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18.25,0,0.077659918,260.2962,2,3,1.0,1035.9848,train,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11.65,0,0.05997634188163007,149.8024,1,3,2.0,1821.6288,train,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19.2,0,0.100074524,110.2886,0,1,1.0,778.3202,train,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
15.7,0,0.037289996,182.7634,1,1,1.0,3453.5046,train,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10.3,1,0.050028809,80.096,2,3,1.0,239.688,train,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13.65,0,0.077234113,56.893,0,1,1.0,1188.453,train,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16.6,0,0.016197216,108.8596,2,3,1.0,970.7364,train,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9.6,0,0.051571772,258.462,0,2,1.0,4673.916,train,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11.85,1,0.055672032,50.5666,2,3,1.0,922.7988,train,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17.75,1,0.066336811,154.1656,0,1,0.0,617.8624,train,35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8.6,0,0.032672263,141.2154,1,1,1.0,709.077,train,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20.7,1,0.047491371,213.9876,0,1,1.0,2143.876,train,23,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11.8,1,0.077154417,35.7558,0,2,1.0,577.2486,train,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11.849999999999998,1,0.087692636,162.5526,0,1,0.0,328.9052,train,35,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12.6,1,0.074221559,255.9356,1,3,2.0,4832.3764,train,11,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20.7,0,0.092834313,77.667,1,1,1.0,2220.443,train,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
15.85,0,0.020571083,41.6112,1,3,2.0,255.6672,train,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6.36,0,0.005978595,163.6526,0,1,1.0,1151.1682,train,23,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9.3,1,0.033489979,156.6314,1,1,1.0,1241.0512,train,21,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15.099999999999998,0,0.166609517,157.6604,0,1,0.0,316.9208,train,35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20.7,0,0.021552357,157.0288,0,2,1.0,2985.4472,train,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5.799999999999999,0,0.130321652,88.7172,1,3,3.0,3301.0364,train,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18.85,1,0.068059156,120.344,1,1,1.0,1797.66,train,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
16.6,0,0.027573983,176.6344,0,2,1.0,2676.516,train,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12.5,0,0.103442268,170.8448,0,1,1.0,4942.8992,train,23,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7.02,0,0.06114206767984445,83.825,0,2,1.0,1414.825,train,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12.85,0,0.168312678,45.906,2,3,1.0,885.514,train,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7.855,1,0.162205516,36.2848,1,3,2.0,1155.8288,train,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19.35,1,0.076744561,113.4518,0,2,1.0,1593.9252,train,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
17.5,0,0.015591925,184.8266,0,2,1.0,2766.399,train,18,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
17.75,1,0.067639698,187.624,0,2,1.0,1491.392,train,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13.15,0,0.056516756,143.4812,1,1,1.0,854.8872,train,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5.365,1,0.140213762,173.7764,0,2,1.0,4637.9628,train,16,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13.1,0,0.006075007,187.5898,0,2,1.0,2432.1674,train,18,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7.075,0,0.022612742,97.0068,0,2,1.0,1944.136,train,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9.3,0,0.066770664,180.5292,0,2,1.0,2189.1504,train,16,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12.3,0,0.186250852,37.2874,0,3,0.0,176.437,train,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16.2,1,0.016639482,95.8726,2,3,1.0,1076.5986,train,33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18.85,0,0.040599963,244.0144,0,2,1.0,5635.3312,train,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8.01,0,0.070533748,34.2532,1,3,2.0,467.3916,train,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15.849999999999998,1,0.01251245,38.748,0,1,0.0,79.896,train,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
19.199999999999996,1,0.022807826,183.495,1,3,3.0,4577.375,train,35,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17.35,1,0.041474232,93.0804,0,1,1.0,826.9236,train,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7.049999999999999,1,0.055289464,222.5088,1,3,3.0,7158.6816,train,35,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14.65,0,0.083698962,163.4552,1,3,2.0,2599.2832,train,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12.8,0,0.076045655,96.541,0,2,1.0,3765.099,train,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.3,0,0.116366304,158.363,1,3,3.0,4068.038,train,35,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6.65,0,0.053279839,147.7734,0,2,1.0,2078.6276,train,16,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6.675,0,0.021648305,35.6874,2,3,1.0,952.7598,train,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.69,1,0.037060755,176.837,1,3,2.0,1411.496,train,11,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
